Body ID,articleBody
94052,"Next week the Times could sponsor a debate as to whether journalism is over-rated. And then we could debate whether law is based on pseudoscience. And maybe next a debate on democracy could provide a forum for yet another group made invidious by Nobel Prizes and statistical models providing a rational way forward. Commenters have hit new lows in identifying assumptions (straw horses) not made by their enemies, in somehow tying economic theory to tax-cuts-for-rich Republicans who don't know the first thing about markets, and in claiming that economists don't study institutions (never mind decades of thoughtful research on every institution connected to economics, from the family, to neighborhoods, to churches an non-profits, to labor unions, to institutions of government (isn't the Fed an institution?). And economists don't study complex patterns among hosts of variables? - give me a break. Perhaps the authors of this particular article should consider all the commenters' barbs that apply equally to sociology and any other social science. The Republican know-nothings have been joined by the anti-science pundits and commenters herein."
94053,"GIven the recent surveys on how much the public and scientists disagree on a wide range of issues, it seems silly to make a judgement on how scientific the field of economics is based on a public poll. Undermines any argument that these (envious) sociologist try to make."
94054,"Patterson and Fosse are mistaking the University of Chicago for Economics in general. The problem in policy is that in disagrees strongly, especially in Europe, with mainstream economic thought. And a major contributor to European problems, the euro, is the result of ignoring warnings from economists who study money."
94055,"How can anyone lump all economists together? Of course economics is not a science like physics or biology. Neither is sociology or so-called political science. And it is difficult sometimes to identify the charlatans. But disciplined thinking about the economic aspects of our society is very useful in developing governmental policy. Mistakes are made, but more often than not they are made because ideology encourages cherry-picking the facts and gets in the way of careful analysis."
94056,"Harvard is arguably the worst offender -- their Econ faculty regularly publish articles to the broader mainstream press in which they prognosticate, often highly incorrectly. Yet somehow the prestige of an economist from Harvard seem to carry weight in the press anyway."
94057,"I would give anything to have an enlightened monarch - think Prince Charles - in a position of power in the United States! I only wish he was King of England already, though if he were President of the US, instead of King of England, it would be even better! Just imagine, someone above the fray, and completely committed to the welfare of the planet."
94058,"7 out of the 10 most prosperous countries in the world are constitutional monarchies as well as 7 out 10 most democratic countries. Constitutional monarchies are the most successful form of government in todays world. The US ranks 12th for prosperity and 21st for democracy."
94059,"'Two middle-aged men, both retired generals, knelt at the feet of Thailand's king, Bhumibol Adulyadej, who admonished them to settle their differences.' Knelt at the feet. Wow. There isn't enough room in the world for that big of an ego."
94060,"I may be overstepping here, but I think that the political organization and mechanics operating in Canada are overwhelmingly mysterious to Americans despite the proximity. We imagine that the country appears to manage quietly mostly because it's so concentrated in a narrow southern band where everyone can observe us and cluck over our flashier nuttiness. We absolutely can't understand how or why the Queen of England exists on the currency, or how there's enough pole space for bilingual street signs. So they've got a seemingly unimpeachable coke-snorter... just a sketchy copy... cute, rather than an evil threat to their governance. But what makes it go? Unknown, but charming."
94061,"The only concrete definition of royalty I can think of is rule by decree as opposed to rule by consent. Furthermore, it doesn't make any difference if one attains royalty through heredity, voter fraud or simply by buying an election. The result is the same in each case, i.e., the right to rule was gained without the consent of the governed. It must be Bhutan was very lucky because I can't think of any other royal ruler who went down in history as having consistently issued decrees that were in the best interests of those he (or she, in some rare cases) governed. Personally, I would never willingly give up my democratic right to get rid of leaders whose decrees failed this test. We're all human after all and thus everyone is certain to make mistakes eventually. The idea that someone with ultimate power would have the right to make mistakes with no fear that the consequences could result in their removal is, well, beyond reason."
94062,"I would defer to Isaac Bashevis Singer in this regard. In his National Book Award acceptance speech he said: 'There are 500 reasons I write for children.... Children read books, not reviews. They don't give a hoot about the critics.... They don't read to free themselves of guilt, to quench their thirst for rebellion, or to get rid of alienation. They still believe in God, the family, angels, devils, witches, goblins, logic, clarity, punctuation, and other such obsolete stuff....When a book is boring, they yawn openly, without any shame or fear of authority. They don't expect their beloved writer to redeem humanity. Young as they are, they know that it is not in his power. Only the adults have such childish illusions.'"
94063,"Thank you! I could not agree more. I was an avid reader as a child and have grown to be an avid reader as an adult, and I believe that being a good reader is like training for being a good listener and ultimately a good citizen of the world. Learning to enter into the worlds and personas of book characters and understand their motivations and desires is good practice for listening to the people you encounter in life and coming to understand their perspective and ideas, even if you do not agree with them or do not initially have much in common with them. Certainly, it is important for parents and teachers to have good tools that help them approach complex political topics with children. But there is no reason why it should result in giving children didactic, joyless fiction."
94064,"It's about money, and whose job can be cut with the least blowback, not about principles of what students ought to study. Language courses are taught by a large corps of part-time faculty who have no vote at faculty meetings. Cutting all those part-time jobs is a very easy way to save money. That's all there is, folks! No principles need be discussed."
94065,"What is the need for every college to have a French department? I'm a francophile, and took French in elementary school in south Florida. (Spanish would have been much more useful) Nonetheless, I have no problem with eliminating French language instruction at some colleges and universities. There will surely be many that will continue to offer French, and those who value it will seek them out. It's called specialization."
94066,"Anne, I believe this discussion is wrongly focused. A university that does not offer study in major languages,classics, or theater is in a sorry state. The value of offering study in the humanities should not need defending. The question, 'should the humanities be preserved?', is absurd and offensive. A more proper question for the state of New York is 'should SUNY Albany be preserved?'. Seriously. SUNY suffers more than 60 campuses. The elimination of the humanities at one of the larger SUNY locations is a wake up call. It is time to consolidate the sprawling SUNY system so that the surviving campuses can operate competently. No one can foresee when a degree in the humanities will become 'hot' again. SUNY Albany has chosen to ransom its future. So be it."
94067,"I agree with many of the comments that emphasize the general value of a humanities education. But have we forgotten that someone trains future K-12 educators in the humanities? The K-12 public education system will continue to employ hundreds of thousands of people, and everyone agrees that a broad education is appropriate at this level. Lower tier colleges train future teachers -- in that sense, these courses are part of a vocational training."
94068,"Methinks none of the commentators have tried getting a job as a recent graduate lately. It's nice to be able to study humanities in college, I studied French myself. However, college and life cost money, and employers are rarely as impressed with a philosophy degree and excellent command of Latin as with an economics degree and proficient Mandarin. Times change and so must education, unless any of the commentators would like to help unemployed classics majors repay their student loans."
94069,"Making sense does not mean making cents. It makes sense to build sewers, roads, and bridges. But the private sector does not undertake these infrastructure projects because it doesn't make cents (even though these infrastructure projects were an essential foundation upon which private enterprise made its cents). The good sense of the public has funded these infrastructure projects through taxes, for cents on the dollar and for the benefit of the public and private enterprise. The humanities and the arts are the infrastructure of the mind that produces adults who make sense and make cents. I hope the good sense of the public will continue to fund the construction of these humanities programs."
94070,"If the advocates for French, Italian, Russian, theater really believe what they say, and if they live in New York State, they should contact their state legislators and ask them to stop cutting SUNY so much more than other major state functions. The president of U. Albany could either eliminate the lower priority programs, or he could spread the cuts around and endanger much stronger and higher demand programs."
94071,"I can't even believe that this is a debate. Cutting the most basic foreign language programs? How does one appreciate that there is a world outside of America? Google Translate? SUNY, everyone is laughing at you and you're too smug to notice."
94072,"The medical school to which I applied, McGill, in Montreal, emphasized that a major in a biological science was not required-they suggested a full education in the humanitiies. I majored in Psychology, and took as many courses in English, Latin, and Music as I could cram in. I was accepted, and had a satisfying career in Pediatric Surgery. I congratulate McGill in not forcing applicants to have a unidimensional premedical education in science, and hope that I was a better Dr. for it."
94073,"What is the execrable folly and unspeakable chauvinism ignoring the international and indelible legacy of french and so many others. Is this our memory of the recent past abetting our consumer standards ( e.g KFC). The abominable academic performance in essential subjects of american high school and college students compared to their peers almost everywhere appears flaunted. Many of us are savaged !! We now again underscore to the world our image of single-minded pursuit of lucre despite globally acknowledged ignorance of everything un-american. Perhaps, this is just a hopeful gambit by the staff of that university to attract humanities funding in todays financial debacle by creating a disgraceful forum . If such is the case I view it as a torpid machination the non-american media will never forget . Is this to be our Freedom in the 21st century as it further encourages the american death of intellectual of respect from the entire world (some US states even purport liberty-like credos). This must be pursued !"
94074,"No Europeancountry I am aware of requires the study of a foreignlanguage at the undergraduate level. That is taken care of, usually very well, at the high school level. At most American colleges and universities, the study of foreign languages is a ditributioin requirement. Thios preserves jobs for faculty, but in most cases, after a year of study, the student may or may not be able to hire an amburga abroad. In short, like so much else in our colleges, the study of foreign languages is a fraud. I wish all the passionate hearts here had been fighting for rigor at our colleges. The whole shebang is tumbling down--and for good reason. Higher ed in the US is costly beyond reason, and fundamentally dishonest."
94075,"There are college graduates who cannot find Afghanistan on a map, or explain the difference between the World Bank and the IMF, or explain the parallels between the Battle of Dien Bien Phu and The Fall of Saigon. We need humanities so that graduates can have an advance understanding of how the world beyond their profession operates. Humanities are our insurance policy against the creation of a nation full of college-educated meatheads."
94076,"I particularly enjoyed the comment that said we shouldn't study foreign languages, because we have to compete in a global economy. Doesn't it help a businessperson to communicate with our competitors? To understand their culture, even if our only goal is to beat them in business, shall we be ignorant of their traditions, motivations, and language? Does ignorance help us compete? Seems to me that national security demands the study of foreign languages. Or shall we not bother gathering information on the Russians? How many nations in the world speak French? How many are in Asia and Africa, where business opportunities abound, as do the national security concerns Just travel to these nations to learn? That seems to be the worst possible way to compete in the world."
94077,"guud gawd ! Nowun wul hev ENNY Eydea hauw 2 rite ennytheng !! Seriously, writing skills (and less obviously reading/comprehension) are essential to any long-term success. As an engineering major (EE/CS '82) I went out of my way to pack my course with humanities electives and I'm sure if I didn't my view of things would be poorer in all important respects. My peers regularly comment on my better-than-most ability to write up a situation succinctly and clearly. People do not learn how to read and write and think critically while working through thermodynamics problems, analysing static loads, or (pity the bus ad major) cobbling spreadsheets. There will always be people who have no curiosity about cultures and critical thinking etc. but most of us benefit from thoughtful exposure to humanity's collective experience - not just what's on TV."
94078,"The humanities, especially at 'research' universities, can be more for the professors than the students. But cuts in the humanities and liberal arts will generate a society of one-dimensional engineers. Nothing wrong with engineers (some of my best friends are engineers!), but they then are unsophisticated societally, and become more vulnerable to demogoguery and other like-mindless politics. Man may eat by bread alone, and we need to have it buttered, but there's a need to be able to figure out which side is buttered."
94079,"I'm dismayed at the number of comments that miss the point, which is that we need to preserve the integrity of our intellectual tradition. Piecemeal budget cuts are a bad thing. This is not a battle between science and the humanities; it's a battle FOR a flourishing intellectual ecosystem, which is so complex as evolved that, as with the natural ecosystem, we shouldn't be driving niches into extinction. There is no enmity between the sciences and the humanities. They are richly complementary. Anecdote: For some reason, when I was an undergraduate classics major, some of the most well-rounded, thinking students I knew were geology majors. Why geology? Not sure. Maybe because it was West Virginia, where mineral wealth had long been exploited by out-of-state corporations. These geology maors, who were preparing themselves with the scientific understanding to deal with mineral managements, were also intellectually engaged in a most vivid way with their classics and philosophy classes. So the argument isn't necessarily that French departments, or classics or Russian, are there to produce an army of majors. (Just enough to keep the discipline alive.) They are there to enrich everybody."
94080,"I am a physics professor at a liber I was tenured as a physics professor at a private liberal arts university about 30 years ago. Over the course of the last 15 years, new hires in physics ( and mathematics too) have been in applied, multidisciplinary fields. Unfortunately, the intellectual challenges presented to research workers in most of these areas are rather minimal. Often current applied research is based on well-understood topics in pure physics and mathematics. It's dull research for minimally-trained scientists. The main benefit to such applied fields is that the intellectual distance between the faculty and the students is narrowing. The other benefit is in grants, contracts, and patents that the military-industrial-pharmaceutical complex makes possible. Thus the faculty now trains little cogs for the benefit of the Empire. The loss of French departments and other humanities departments is just part of the reorganized modern university, which is an instrument of the modern nation state to attain greater wealth and power for some and a stultifying life for most. Where does this madness end?"
94081,"All I can say is, I've never been so convinced of the need for humanities since I started to teach at a law school. To be anything but an ambulance chaser students need to be able to think critically and outside the box. You can major in the history of cheesecake for all I care, but if you haven't learned how to read, write, and think creatively--that is, for the most part, haven't had a liberal arts education--you're not going to make a good lawyer."
94082,"Colleges need one thing more than anything else. Lower tuition. The rate of inflation for a college education is out of control and not in line with anything else except health care. What ever it takes to lower tuition might be useful but going with administrative cuts may be wiser than professors."
94083,"'I must study politics and war, that my sons may have liberty to study mathematics and philosophy, geography, natural history and naval architecture, navigations commerce, and agriculture, in order to give their children a right to study painting, poetry, music, architecture, statuary, tapestry, and porcelain.' Letters of John Addams Addressed to his Wife, edited by Charles Francis Adams [1841}, vol. II, letter 78 [1780]"
94084,"While I don't support seeing college as only a place of professional training, even from a professional standpoint it is short-sighted to argue that we don't need many of the programs schools think about cutting. Take French for example. While not a major language here in the US, it is spoken in large parts of Africa and is an official language of most of the major international organizations including the UN. In fact, in my work as a project manager with an international public health organization, it was actually my French studies that were the MOST directly relevant part of my academic background, and fluent French were highly valued for their language skills."
94085,"I majored in French. With a B.A. in French Language   a Masters in French Literature. It's opened worlds and now I'm gainfully employed as a translator. I love what I studied and I love what I do, what's not to like? Yes there are jobs for people who major in the humanities and I think it goes without saying that second language proficiency is valued in a global economy. I had requirements in science and math that have helped me translate technical documents, just as requirements in the humanities can help science and business majors develop other skills that will prove equally useful one day."
94086,"f the humanities were a requirement at all American universities and students were forced to analyze the thoughts and writings of great authors and philosophers the world over, perhaps we would not have the corruption in the business, political and corporate worlds we find today. We all need to confront the human dilemmas so that we can think about what we might do in similar circumstances. As we can see at this very moment, American politicians, bankers, corporations have no respect for others' opinions or for ethics. How dare we send our troops into harm's way into other countries when we have no understanding of their cultures or history?Never has an understanding of other cultures been so important as today. It is criminal to drop the humanities, and France and Russia are pillars of our civilization."
94087,"Educated as an engineer and a self-appointed holistic problem solver, I dread the moments when I deal with technical people whose knowledge of critical thinking and the interrelationships among science, engineering, and -- yes -- the humanities is sorely absent. Einstein revolutionized physics by imagining a universe very different from what he had been taught. Newton discovered gravity by observing the world around him. History consists not merely of names and dates, but of cause and effect from a great number of disparate forces. George Santayana said it: 'Those who fail to learn from the lessons of history are condemned to repeat them.' Embracing 'skills' while ignoring knowledge will not lead us forward -- as a nation, or a world."
94088,"People who speak three languages are trilingual. People who speak two languages are bilingual. People who speak a single language are...for the most part...Americans. We need to ensure that the opportunity to acquire language competencies (and hopefully proficiencies) remain part of higher education. We need to encourage students of all ages and backgrounds to attain and maintain those proficiencies. Whether that can be accomplished on a large scale by distance learning using well-established tools (e.g. Rosetta Stone, Pimsleur, or other methods) needs to be explored."
94089,"While many science and technology workers around the world speak English, certainly not all of them do. There are software companies and engineering firms all over the world where having Americans who speak these languages -- along with being able to communicate in the cultural context in which these languages exist -- is an advantage, or even a requirement to do business. Berlitz doesn't teach how to communicate engineering concepts in German, or how to sell email marketing in France, or how to gain competitive advantage in Hong Kong by knowing the language and culture. While some do feel that we should be turning out nothing but professional vocational degrees from colleges and universities, I would like to point out that my colleagues in science and technology are often terrible at communication -- language, context and culture (including American English) -- unless they study it."
94090,"Liberal arts only distract the mind from more important tasks at hand, like jobs and productivity. In past we required lofty distractions such as art and French. But after decades now of forced schooling where children have 16 years of practice doing standardized routine work on fixed schedules under authoritative disciplined systems, our workforce is now ready to dispense with these liberal niceties. The work force is now ready to just work. Sleep, wake, eat processed foods devoid of flavor, work, eat work, sleep...."
94091,"BTW, I don't know about the West, but in Russia the sure way to be come a successful (sometimes great) writer seems to be to study Medicine or Engineering. Leo Tolstoy was an artillery officer and a fortification engineer, Anton Checkhov was a doctor, Michail Bulgakov was a doctor (and practiced for a while), and the lsit can be continued on and on. You see, it looks like it is relatively simple to learn French later in your life, if you so inclined, but it is much harder to become a successfull engineer or a doctor or a scientist. That's why I teach my kids - get a real job first, if you want to study Medieval English Literature, you can always do it as a hobby later on. My older kid (a high school senoir), accidentally, has had a straight A in French for the last 5 years... :)"
94092,"As a recent MIT graduate, I feel I've seen firsthand what results when even the most brilliant college students don't sufficiently value humanities. I had to explain to a top computer scientist that as long as thousands of years ago, there were civilizations with human beings who knew how to read and write and were essentially as smart as us. Somehow, all his scientific knowledge about evolution still left him unconvinced that the Greeks and Romans may have had something to teach us. Only after I handed him a copy of Plato did he get the point. Furthermore, unless engineering-types are required to take humanities classes (at a college level, not just in high school), many of them won't. This is an injustice to society as much as to those individuals, who may never realize what they are missing."
94093,"Cultivating what imagination? Our schools are turning into test taking factories where the emphasis is in passing the take no prisoners do or die high stakes NCLB exams. Only two subjects matter these days--reading and math. The rest is nothing but alot of expensive twaddle that the stressed out taxpayers just can't afford. Want to learn French? Go to Berlitz"
94094,"These cuts could lead to an examination of the humanities in science and engineerings programs. As an engineering student I took anthropology, history, economics, and psychology courses. They were more useful than the electives in nuclear engineering. Economics was required for engineers, very reasonably, and the the psychology was required by the Navy ROTC, also with good reason. Humanities and context to science, and humanities and science together would improve the quality of many current issues, climate change is an obvious example."
94095,"The Humanities are our values and we are loosing more and more of them. The result is the Tea Party movement, a group of people who repeat buzz words with no understanding of their true meaning. We are gradually becoming Weimar German (the meaning of that can be found in a book somewhere in a Humanities department text-book, which is being thrown away).The result is this country is being sold to the highest bidder and the foolish American public has no clue to the ramifications."
94096,"Perhaps I missed something, but this is only the second reference I've seen in my daily reading of the New York Times on line to the serious crisis at the University at Albany. The first was in Stanley Fish's blog. The Times still apparently does not consider the problem worthy of much print coverage. The dire situation at Albany has been worsening for a long time. I find the Times's lack of concern toward SUNY and CUNY almost as disturbing as the closure of these departments. The newspaper covers private universities and colleges much more; apparently its editors do not really think that the state university system is not really of interest to its readers, despite the fact that tens of thousands (and growing) of New York middle-class and working-class families rely every year on public universities to educate our children and that its one of the biggest employers across the state. Perhaps the Times is not really intended for middle-class people like myself."
94097,"Very simple question: who is going to pay for this? Convince me, an average Joe Shmo, that my buck, spent for Medieval History or French Poetry of 18th Century studies, will actually do good, and I'll gladly pay. But so far I see just a bunch of snobs that look at me down their noses and say: you don't understand anything, just give us your money! Those who chose humanities as their occupation and way of life, should just be prepared to starve from time to time. I think it is very noble, if you guys have the goal to make the World better, not just earn some bucks."
94098,"As a French-speaking Canadian who obviously understands English, when I saw the title of the article I was looking forward to the debaters' comments. Yet no one answers the question: do colleges need French departments? Nobody mentions the unique perspective French culture, literature, philosophy and language can bring to students. Nor does any debater write about the worthlessness of French, should that be their opinion. Were there no debaters who knew something about French? And when I mention French, I refer to all countries that, through history and to this day, have lived and still live in French as well as those countries, such as the United States, that have pockets of citizens that live and think in French. If the debate was not about French departments then there is a subtle English code that I fail to decrypt."
94099,"Professor Nussbaum is absolutely right. I delight in my oldest daughter's decision to attend Tulane in New Orleans and my youngest daughter's decision to take Latin in high school. Both are interested in the wider world of diversity, multi-culturalism, and a new century that may not throw away the baby with the bathwater. Sadly the defense of humanites including French stands as much chance of success as the Maginot Line in 1940. Quis a dedecus"
94100,"It would be a shame for universities to give up the teaching of French; it is a language spoken throughout Europe. Even if we don't master the language,it is a wonderful help when traveling. The same people who will go on to financial success after college are the people who will spend vacation time touring France and Italy. Of course, the humblest waiter in France understands some English but an American appears uneducated if he/she can't even attempt speaking some French. We can't expect that all foreigners have studied English when we haven't studied some foreign language ourselves."
94101,"One would think that SUNY believes that the only goal to an education is to find a job and moreover, that the only jobs that exist (or are worth pursuing) are related to math and science. This would seem to ignore the vast number of jobs that require creativity, langauge skiils, communication skills, and cultural understanding on a global level, not to mention countless others. I am a resaonably successful attorney and can think of no better degree for my personal and professional development and satisfaction than my undergraduate degree in French."
94102,"As a recent college graduate with a degree in French, I have to say that I am disappointed that foreign language literatures are first on the chopping block. Not only does the study of literature prompt students to critically analyze texts and articulate arguments in writing, it provides students with a more well-rounded and global view of a discipline that all too often focuses on old dead white British and American men. As a student of French I have had an enormous exposure to the cultural and political issues that dominate North African, West African, and Carribean peoples. Moreover, I have been fortunate enough to gain an understanding of the American immigration debate through the comparative study of Chicano/Chicana literature juxtaposed with the literature of North African immigrants in France. It would really be a shame to see this multifaceted and dynamic discipline disappear from some Universities because of uninformed notions that the study of French is nothing more than an American romanticization and fetishization of a European culture and language."
94103,"I find it fascinating that so many of the contributors, who are all professors, defend the humanities on the basis that studying humanities is good for the business and political cultures. Why weren't there contributors FROM the business and political cultures to weigh in on this issue?"
94104,"American education is about a society which sees itself as a factory. Our universities have become degree factories. This has a price. The saying is: La vengeance est un plat qui se mange froid. [Revenge is a dish which you eat cold.] BTW, I am a scientist, not a french major."
94105,"The U.S. desperately needs to strengthen its ties to the larger world. All of its failures stem from its traditional and on-going isolation. The Humanities, and in particular, the acquisition of a foreign language (culture, literature, history, alternative ways of living), are vital to broadening the professional lives of all young Americans. The study of French is the doorway to understanding our own background (some 40% of English derives from French), our history, our identity. Cutting such vital elements of education is in fact suicidal for U.S. society."
94106,"In my state, Washington, major businesses and business associations routinely demand that our universities and colleges focus their resources on training engineers and technicians. However, given the choice, Microsoft will always hire the holder of an H1B Visa over a native born University of Washington trained software engineer. They pay them less."
94107,"Cutting these programs will deprive Americans enrolled at US universities of the broader and deeper intellect they need to compete in the global economy. I specify Americans, because all the non-American students acquire multi-lingual fluency in the home countries, etc. I acquired fluency in German while taking it at Indiana University as a minor. That skill has made all the difference in my 30-year marketing career."
94108,"This debate is misleadingly headlined 'Do Colleges Need French Departments?'. I say that because Nussbaum, and most of the others who have answered after her, are addressing the much bigger question of 'With humanities programs being cut at many universities, what do students stand to lose?' I agree with most of what Nussbaum says, but my take on it is this: money is short, and we need to use it more wisely to ensure that all university students get a good education in humanities, be they future businesspeople, engineers or journalists. The existence of this or that four-year degree, or a given department, doesn't mean this will necessarily happen."
94109,"Why mention French first when our high schools still teach latin and greek? The argument used to be that latin would improve ones's vocabulary. Countering that is the fact that english grammar has germanic roots, and latin grammar has a different structure. What should be stressed is the use of dictionaries that stress etymology , giving the idea that english has adopted words from many languages. It is true that French has a much greater and important literature, but translations fail to give the basic sense of the language. Also, we have many more citizens of hispanic origin, and a knowledge of spanish is much more usefull here.Then we have the redneck rejection of all foreign language."
94110,"Professor Nussbaum speaks a vital truth. We have a constant push for more science and mathematics, more technology majors. The assumption is that we are losing the international sweepstakes if we don't excel other nations in these fields. We want to make the Faustian bargain, in which we choose to gain the whole world, technical ascendancy, by forfeiting our soul, the humanities. The error here, as Professor Nussbaum says, is in assuming that the two areas of study are unrelated and separable, which they are not. The best American universities recognize that they are graduating multi-dimensional human beings. Nothing could be more destructive of our civilization than to graduate one-dimensional specialists. Today's political campaign, with its capture by extremist reactionaries of gullible voters undereducated for citizenship, demonstrates that we have an acute need for multi-dimensional education throughout our society. That ignorance extends to those who are leading the reactionaries. They also stand in great need of education in such skills as critical thinking, and in the narrative and conceptual history of their own nation."
94111,"Maybe if Bill Gates stayed in school and took some creative courses in design, maybe windows wouldn't suck so much. As for a course the history of comic books lacking substance, don't be prejudice towards a medium you don't understand. Lot of students are visual learners so if you dig a little deeper there are intellectually stimulating graphic novels out there. Maybe we don't need to learn French, but perhaps learning Mandarin would serve both practical and cultural needs of this intellectually linguistically and creatively deprived nation."
94112,"'It is unclear that it has created a populace significantly better informed or intellectually curious.' Such a sad but true statement about post-WW2 higher education. I came to this opinion prepared to stomp on it, but find that I agree. In theory. If high school education meets the high standards Mr. McWhorter describes, and gives everyone, everyone, an opportunity to experience learning for its own mind-expanding sake. Big if. Another big if: If French departments continue to exist. How do we assure this when we have no central, unifying vision for our education system? Without that, I'm afraid each institution will be making decisions individually based on the bottom line of immediate utility."
94113,"I think we cloud the issue when we talk about learning another language. For people who will never spend more than a few weeks in a Spanish speaking or Francophone country, spending the time to learn to speak the language is of dubious worth. Learning to read and perhaps write the language is altogether another matter. If you can read Spanish, French, etc, you can read the untranslated material from each country. (Translations are always poor.) This would allow you to much better understand the world from their point of view. I no longer speak French very well, but can understand it and read it without too much difficulty. This is sufficient, and does not require a degree."
94114,"I agree that not everyone needs French, and frankly not everyone desires to learn French. There should be a supply/demand system to which language classes to offer at a certain school. Growing up, the only choice we had was Spanish in all our public schools. Why? In a border state, it was the most useful. French is not a very useful language in the US, unless you plan on working abroad or in Canada. I don't condone removing languages entirely from education (learning any language is a useful skill), but in order to make the most of a person's time and his/her desire to learn a certain language, then offer what has the highest demand, probably these days Spanish and Mandarin, the two most spoken languages globally ahead of English. The supply/demand system should be duly noted when choosing whether a humanities degree is desirable. Is it really in demand in today's world? I don't think so."
94115,"Having lived in Germany (Army bases) and traveled widely, I am well aware of that there are few Americans that can speak foreign languages. Most Americans cannot understand why someone would want to learn a foreign language. Having said that, my 5-6 years of French and limited German never proved of much use in those countries (many Germans speak English, and the French are less than helpful to foreigners trying to speak their language) or elsewhere. Later in life I took up Spanish, and this has proved to be very useful in travel and being able to practice it on a regular basis (Washington, DC area). I think that the colleges need to rethink their language curriculum. At an east coast boarding school I attended in the '60s, Latin classes were mandatory absent a waiver. The world has changed and French use in the world has changed dramatically. Colleges need to take this into account. It is a shame to have people spend years on these languages and then never using them in their adult life. BTW I have one niece taking college Arabic and another taking high school Spanish."
94116,"As a SUNY Albany graduate with a BA in foreign languages, I'm saddened by this news. Studying other languages and cultures broadens one's view of the world and it especially helps you understand your native English usage far better. I'm dismayed by how poorly people use our own language in this country, and I'm not just referring to kids today who text all the time but can't write well (although they make me crazy, too). I can't over-emphasize how much the ability to speak German and French has made a difference in my business life. With years of experience in promoting the technology industries in Europe I have a wonderful network of friends there with whom I have a far deeper personal relationship than I would have had as an English-only speaker. Fluency in other languages makes for far better outreach and involvement with people of other countries. This is truly a shame."
94117,"Like you, I also was a French major and have used French my whole life. My kids are in the French system and thank God they are. Here, political correctness is not a way of life as it is in the US; there's a place for all people even if they're not minorities. Studying Voltaire will help one not be enslaved to religion as is now the case in the US as well as in many countries around the world."
94118,"#12 elizabeth: Right on about the continued importance of French! French is spoken as a native or near-native language by something like 200 million people (most of whom are not French). If you add a few hundred million more non-native speakers and consider the global distribution of places where French is important to commerce and politics, it is obviously one of the most widely spoken and influential languages in the world - and the numbers are growing, not falling. French-speaking Africa is experiencing some of the highest rates of population growth in the world, and incidentally contains a large chunk of the world's untapped supplies of oil, uranium, and other natural resources. Meanwhile, France is the only major European power whose population is actually growing, and is on track to become Western Europe's most populous country in just a few decades; so the future of French as a pan-European language also looks bright. So yes, French is a heavy hitter as global languages go. In some parts of the world, it is indispensable for diplomacy and business. So maybe - just maybe - it would be a good idea for our universities to keep teaching it."
94119,"I agree with Dr. Bauerlein. I am but one case study of what is probably a larger trend. I graduated with my B. S. in Computer Information Systems. But what I was really enthused about was literature and writing. So I took two years off from work to go into a Masters program in English. My enthusiasm turned to repugnance when I realized that succeeding in the humanities was more about politics and high theory than a passion and a dedication to teach literature. Now I am back to working in information technology. Universities were once the gateways to information and learning. With the internet and our vast open information resources, we no longer have to pay outrageous tuition costs in order to get access to those resources and commentary on those resources. The best thing that my two years off gave me was the time to read the great works of Western culture. Unless things change in the humanities departments, I will advise my children to pursue their study of the humanities in their leisure hours. As I found out, when you make a profession out of the humanities, it leads to crass careerism and outlandish theory."
94120,"I can't understand why the justification for the study of Humanities is utilitarian in most of the pieces and blogs in this article. Certainly critical thinking skills can be obtained in the social and natural sciences (often to a greater degree than in languages) and ditto for the other general skills it supposedly provides (but not necessarily). The point is that Humanities constitutes windows to many areas of human thinking and accomplishment in the past and present--and that in itself is sufficient justification. The arguments put forth by Humanists in this piece are not very compelling (if that is a sign of the skills the discipline trains them for). Include some scientists in the debate to make it interdisciplinary. An important issue that has determined the desperate thinking of parents and students is that the cost of university education--even public education--has gone up enormously and the investment cost in education (for families and the state) makes them increasingly think in these narrowly pragmatic terms. It is a reality, not merely a sign of increasingly philistine times."
