Headline,Body ID
"America's fears are legitimate",92461
"Veganism is good for everyone",93856
"Drone attacks make more harm",90118
"Foreign language classes should be mandatory in college",93134
"No, it can't denounce",91494
"Police is reacting to dangers",93742
"Farms could survive without illegal labor",93484
"Comment sections have failed",92384
"Speech can be limited for public workers",91451
"Supporting Israel helps",91769
"Marijuana is a gateway drug",90516
"Foreign language classes should be mandatory in college",90171
"Comment sections have failed",91001
"The bar is not too low to get into law school",91317
"Medicare doesn't need to be reformed",93804
"The world is becoming safer",92952
"Colleges do not need humanities programs",92491
"Greece should abandon Euro",94422
"Parents should control what kids learn at school",92270
"Farms could survive without illegal labor",91339
"Medicare doesn't need to be reformed",91514
"We don't need to hear from candidate's spouse",90628
"Russia can be a partner",91338
"Nations should not recognize a Palestinian state",91363
"No, it can't denounce",91074
"College free for everyone",91802
"Parents should control what kids learn at school",90947
"Iran doesn't remain a threat",90911
"Europe should not shun refugees",92963
"Big banks are not out of control",92140
"Electric cars will not succeed",93179
"We do not need more advice about eating well",91048
"Unpaid intenship exploit college students",90383
"Social media encourage romance",93355
"New York's bike lanes are not working",90728
"Public preschool is a smart investment",92462
"Christians have created a harmful atmosphere for gays",90633
"Voting should be mandatory",92827
"Tracking kids does not invade privacy",91691
"Colleges do not need humanities programs",94112
"Farms could survive without illegal labor",93734
"Guns should be permitted on college campuses",93858
"Home schoolers deserve a tax break",92649
"Online classes are not the best way to teach",92862
"No, it can't denounce",93312
"College free for everyone",94033
"Privatization is a bad deal for cities and states",91662
"Voting should be mandatory",92838
"State citizenship is not the answer to immigration reform",92307
"US should attack Syria",93422
"Dual citizenship should be allowed",91416
"Prostituion is safer when it's legal",93100
"Comment sections have failed",90652
"Voting should be mandatory",92834
"Tenure protects bad teachers",92226
"Not to tip",92851
"Electric cars will not succeed",90631
"No, it can't denounce",92597
"Medical websites are dangerous",92259
"Parents should control what kids learn at school",93008
"Parents should control what kids learn at school",93144
"New York's bike lanes are not working",90504
"California doesn't need high-speed rail",93109
"Parents should control what kids learn at school",93688
"Legislation should not protect obese",90492
"Hamas-Fatah unity can lead to mideast peace",91772
"Drone attacks make more harm",90957
"Supreme court is not too powerful",92493
"Electric cars will not succeed",93332
"We don't need libraries",92470
"Farms could survive without illegal labor",91333
"Abolish Birthright Citizenship",90466
"Extreme parenting is counterproductive",92990
"New York's bike lanes are not working",91769
"Overcrowded national parks should have restricted access",92869
"Farms could survive without illegal labor",91000
"Obamacare is not working",91174
"3-D printing will change the world",92419
"Do not stop taxing capital gains",93445
"Do not drop sports program in undergraduate schools",94309
"TFA has not raised the status of teachers",91639
"Affirmative actions should be based on income",92451
"Greece's anti-austerity government can succeed",91515
"No, it can't denounce",92575
"Parents should control what kids learn at school",90199
"Vaccination should be mandatory for all children",91567
"Immigration is not really a problem",94063
"Same-sex colleges are outdated",92516
"The threat has been exaggerated",92967
"Home schoolers deserve a tax break",90768
"Greece will destroy the Euro Zone",91575
"The Atlantic coast should be opened to drilling",93081
"Happy hour should be banned",91817
"Non-Muslims help women by wearing hijabs",94169
"Abolish Birthright Citizenship",94054
"Rim should be raised",93108
"Europe should not shun refugees",94442
"No, it can't denounce",92646
"Modern men are manly enough",93024
"It is fair to rate professors online",93763
"Police is reacting to dangers",90208
"We should manipulate our dreams",90546
"The world is becoming safer",94321
"Christians have created a harmful atmosphere for gays",93066
"Young people are being irresponsible by delaying the rituals of adult life",94407
"Sport leagues should enjoy nonprofit status",93616
"Tenure protects bad teachers",92697
"Technological innovation is creating better worlds",92710
"Tenure protects bad teachers",93631
"Google is a harmful monopoly",91953
"Farms could survive without illegal labor",93364
"Rich politicans are less corruptible",93004
"Modern men are manly enough",90078
"Public preschool is a smart investment",93752
"Police officers should be required to wear cameras",90913
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",92365
"Farms could survive without illegal labor",91519
"Farms could survive without illegal labor",92873
"Russia can be a partner",90631
"Parents should control what kids learn at school",90319
"Modern men are manly enough",91010
"Colorado didn't go too far with pot",94162
"Immigration is not really a problem",93078
"Vaccination should be mandatory for all children",92218
"Do not legitimize Frisbee",90279
"Casinos are not too much of a gamble",91772
"Beachfront homes should have to open their land to the public",94068
"The U.S. should not work with Assad to fight ISIS",93327
"Salt should have a place at the table",91585
"We don't need the C.I.A.",90287
"Guns should be permitted on college campuses",93348
"Greece will destroy the Euro Zone",91952
"Parents' religious beliefs should allow them to refuse medical care for their children",90090
"Colorado didn't go too far with pot",92022
"Parents should help their children with homework",94300
"Businesses should be allowed to have new employees sign noncompete deals",91132
"Medicare doesn't need to be reformed",90415
"Fraternities and sororities should be co-ed",90243
"No, it can't be used for fighting deseases",92946
"Legislation should not protect obese",94277
"Internet gambling should be legalized",92844
"Teachers do not need to have experience",91174
"Rock Hall of Fame doesn't matter",92423
"College free for everyone",92401
"The bar is not too low to get into law school",92116
"Queen Elizabeth II should not step down",92911
"High school should last six years",93892
"Women should delay motherhood",93690
"Voting should be mandatory",91299
"Mother Teresa should be canonized",92212
"We don't need the C.I.A.",90565
"Tenure protects bad teachers",91193
"Marijuana is a gateway drug",91972
"Supporting Israel helps",93746
"Helping condo developers help the city",90939
"Immigration is not really a problem",92791
"Medicare doesn't need to be reformed",91539
"Court stenographers are necessary",91997
"Vaccination should be mandatory for all children",92628
"Russia can be a partner",94240
"Farms could survive without illegal labor",90475
"Companies can be trusted",94178
"No, it can't denounce",90327
"Abolish Birthright Citizenship",92549
"Nuclear power is not the answer to climate change",92473
"Helping condo developers help the city",93599
"Parents' religious beliefs should allow them to refuse medical care for their children",94069
"Comment sections have failed",92348
"Sport leagues should enjoy nonprofit status",93309
"Christians have created a harmful atmosphere for gays",93054
"Supreme court is not too powerful",92503
"Greece's anti-austerity government can succeed",92332
"Women should delay motherhood",93645
"Globalization has not ruined street style",93361
"It should be illegal to declaw your cat",90209
"Comment sections have failed",92396
"Rim should be raised",93969
"Russia can be a partner",90039
"Strictly enforcing minor violations deter more serious crime",90815
"Europe should not shun refugees",93091
"Police is reacting to dangers",93466
"Vaccination should be mandatory for all children",91202
"Nations should not recognize a Palestinian state",93231
"College free for everyone",90440
"Government should grade colleges",93142
"Companies can be trusted",91706
"Keep selling arms to Taiwan",92483
"It is harder to be a celebrity now",90615
"Tenure protects bad teachers",91786
"Beachfront homes should have to open their land to the public",93503
"Google is a harmful monopoly",92702
"Supporting Israel helps",91790
"Christians have created a harmful atmosphere for gays",90020
"Legislation should not protect obese",91303
"Speech can be limited for public workers",91091
"It is fair to rate professors online",91094
"Vaccination should be mandatory for all children",91206
"Overcrowded national parks should have restricted access",90083
"School librarians are expendable",91616
"Students should live off campus",92916
"We should manipulate our dreams",92188
"The bar is not too low to get into law school",92397
"Foreign language classes should be mandatory in college",94430
"Teachers do not need to have experience",91859
"Marijuana is a gateway drug",93257
"Beachfront homes should have to open their land to the public",90976
"Medicare doesn't need to be reformed",90375
"Colleges do not need humanities programs",91076
"People are getting dumber",94017
"Economists are not overrated",92678
"Privatization is a bad deal for cities and states",90200
"Keep selling arms to Taiwan",94333
"US should attack Syria",90982
"It should be illegal to declaw your cat",91202
"We don't need the C.I.A.",92912
"We don't need the C.I.A.",94010
"Farms could survive without illegal labor",92294
"The new apps is a way for people to get into popular restaurants",92508
"The U.S. should not work with Assad to fight ISIS",93459
"Immigration is not really a problem",91601
"Tenure protects bad teachers",93728
"Iran doesn't remain a threat",90859
"Police is reacting to dangers",93768
"Google is a harmful monopoly",93318
"Police is reacting to dangers",93763
"Christians have created a harmful atmosphere for gays",91487
"Salt should have a place at the table",91411
"The U.S. should not work with Assad to fight ISIS",94426
"Fees are necessary",93151
"Women should be encouraged to have kids at home",92934
"Tenure protects bad teachers",90641
"Supporting Israel helps",91758
"Guns should be permitted on college campuses",93621
"Companies can be trusted",90301
"Obamacare is not sustainable",91398
"Sport leagues should enjoy nonprofit status",93618
"The U.S. should lift sanctions with Cuba",91643
"College free for everyone",92772
"Colleges do not need humanities programs",94228
"3-D printing will change the world",90145
"Foreign language classes should be mandatory in college",92275
"New York's bike lanes are not working",90305
"We do not need more advice about eating well",93852
"Comment sections have failed",90463
"Dual citizenship should be allowed",92054
"Affirmative actions should be based on income",92644
"Wealthy colleges deserve tax breaks",90219
"No, it can't denounce",91714
"Drone attacks make more harm",93476
"Helping condo developers help the city",90273
"Court stenographers are necessary",93999
"Electric cars will not succeed",92737
"Vaccination should be mandatory for all children",91819
"The new apps is a way for people to get into popular restaurants",92840
"Mother Teresa should be canonized",92937
"It should be illegal to declaw your cat",90845
"Internet gambling should be legalized",90477
"Hamas-Fatah unity can lead to mideast peace",91003
"It should be illegal to declaw your cat",93321
"Legislation should not protect obese",92950
"No, it can't denounce",94082
"Women should be encouraged to have kids at home",92397
"Unpaid intenship exploit college students",90375
"No, it can't denounce",92927
"Home schoolers deserve a tax break",92075
"Comment sections have failed",92311
"Extreme parenting is counterproductive",93076
"Marijuana is a gateway drug",91430
"We don't need libraries",94088
"Online classes are not the best way to teach",91705
"Home schoolers deserve a tax break",94396
"Immigration is not really a problem",93625
"Vaccination should be mandatory for all children",91222
"Colleges do not need humanities programs",92499
"Women should delay motherhood",91130
"Abolish Birthright Citizenship",92038
"Doping should be allowed",91652
"Do not stop taxing capital gains",90040
"Farms could survive without illegal labor",93697
"Helping condo developers help the city",90268
"Unpaid intenship exploit college students",90926
"Social media encourage romance",92627
"Salt should have a place at the table",92371
"Vaccination should be mandatory for all children",91406
"US should attack Syria",93712
"We don't need libraries",91280
"Parents should make vacation with kids",90074
"Greece will destroy the Euro Zone",90591
"The bar is not too low to get into law school",90175
"Christians have created a harmful atmosphere for gays",93102
"Europe should not shun refugees",90016
"Open office layout should be reconsidered",94427
"Nations should not recognize a Palestinian state",91696
"Medical websites are dangerous",93083
"Royal Couple could be a modern family",90122
"Former colonial powers should not pay reparations",90024
"No, it can't denounce",91255
"People are getting dumber",94105
"Felons should be allowed to vote",92255
"Nations should not recognize a Palestinian state",92123
"Greece's anti-austerity government can succeed",90637
"Young people are being irresponsible by delaying the rituals of adult life",93092
"Pollings do no undermine democracy",90571
"The Atlantic coast should be opened to drilling",91102
"Colleges do not need humanities programs",91794
"Home schoolers deserve a tax break",90453
"Comment sections have failed",94339
"No, the laws should not be toughened",91691
"Voting should be a constitutional right",91014
"Mother Teresa should be canonized",92529
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",94276
"Government should grade colleges",93152
"The U.S. should lift sanctions with Cuba",90793
"Speech can be limited for public workers",91910
"Police is reacting to dangers",92167
"Do not stop taxing capital gains",91808
"Research papers are a useful excercise for college students",90308
"Modern men are manly enough",94218
"We should disband NATO",92414
"Affirmative actions should be based on income",92601
"Organic food is not worth the expense",91830
"People are getting dumber",91458
"Medicare doesn't need to be reformed",90643
"Not to tip",92871
"Supreme court is not too powerful",91925
"Economists are not overrated",91874
"Christians have created a harmful atmosphere for gays",92900
"Companies can be trusted",90918
"Companies can excel without making workers miserable",91966
"Vaccination should be mandatory for all children",90751
"Dual citizenship should be allowed",92093
"Do not stop taxing capital gains",93437
"The Atlantic coast should be opened to drilling",93119
"Parents should control what kids learn at school",94270
"Kurds are allies in SyriaAllies",94355
"Mother Teresa should be canonized",92358
"Obamacare is not sustainable",93271
"It is harder to be a celebrity now",93826
"We should disband NATO",92792
"Medicare doesn't need to be reformed",92555
"Opioid training should be mandatory",94312
"College should be free",92373
"Non-Muslims help women by wearing hijabs",91975
"Greece should abandon Euro",92122
"Dual citizenship should be allowed",91019
"All immigrants should get ID cards",94185
"Wal-Mart can make us healthier",90595
"Felons should be allowed to vote",92322
"Marijuana is a gateway drug",93692
"Salt should have a place at the table",94414
"The U.S. should not work with Assad to fight ISIS",93710
"Europe should not shun refugees",90079
"Tenure protects bad teachers",93166
"Do not drop sports program in undergraduate schools",93522
"No, it can't denounce",94316
"The bar is not too low to get into law school",91040
"Modern men are manly enough",91013
"Ukraine is EU's ally",92252
"Medical websites are dangerous",92266
"Charter schools are cherry-picking students",93887
"Extreme parenting is counterproductive",91621
"Sport leagues should enjoy nonprofit status",94162
"Farm subsidies do not protect national security",93896
"Colleges do not need humanities programs",94284
"Schoold day should be longer",93772
"Extreme parenting is counterproductive",94099
"Government should grade colleges",90938
"Women should delay motherhood",92010
"Voting should be a constitutional right",93413
"Comment sections have failed",92373
"Online classes are not the best way to teach",91222
"States do not need special schools for the deaf",90611
"Felons should be allowed to vote",92974
"Police is reacting to dangers",93759
"Salt should have a place at the table",90694
"Mother Teresa should be canonized",91221
"No, it can't denounce",92665
"No, it can't denounce",92343
"Felons should be allowed to vote",94204
"Veganism is good for everyone",90081
"Kurds are allies in SyriaAllies",93003
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",92979
"Reality shows are not worse than other TV",93084
"Germany should abandon the Euro",94192
"Home schoolers deserve a tax break",92137
"Non-Muslims help women by wearing hijabs",94442
"Farms could survive without illegal labor",91552
"Vaccination should be mandatory for all children",90726
"We don't need the C.I.A.",91685
"Supporting Israel helps",92137
"Home schoolers deserve a tax break",91026
"Colleges do not need humanities programs",92192
"Do not stop taxing capital gains",93754
"No, it can't denounce",90063
"Greece should abandon Euro",91550
"Christians have created a harmful atmosphere for gays",93283
"Do not stop taxing capital gains",91689
"Medicare doesn't need to be reformed",93791
"Immigration is not really a problem",91299
"Queen Elizabeth II should not step down",93701
"TFA has not raised the status of teachers",92438
"No, it can't denounce",92147
"Police is reacting to dangers",94273
"Voting should be a constitutional right",90493
"Companies should be allowed to patent genes",93874
"Not to tip",92343
"Voting should be mandatory",92396
"Overcrowded national parks should have restricted access",92528
"Ruining",94309
"Privatization is a bad deal for cities and states",92573
"Women should delay motherhood",92547
"Greece will destroy the Euro Zone",93368
"It should be illegal to declaw your cat",90710
"Home-schoolers should not play for high school teams",90813
"Parents' religious beliefs should allow them to refuse medical care for their children",91493
"Obamacare is not working",93966
"Immigration is not really a problem",91337
"Veganism is good for everyone",93177
"Medical websites are dangerous",90217
"Government should grade colleges",93498
"Voting should be mandatory",92270
"Home-schoolers should not play for high school teams",93515
"No, it can't denounce",92460
"Modern men are manly enough",93265
"School librarians are expendable",93648
"No, it can't denounce",92084
"Amazon will kill off publishers",90254
"Abolish Birthright Citizenship",91947
"Young people are being irresponsible by delaying the rituals of adult life",90419
"Guns should be permitted on college campuses",90972
"Farms could survive without illegal labor",93700
"Queen Elizabeth II should not step down",90209
"Women should delay motherhood",92036
"The U.S. should not work with Assad to fight ISIS",92825
"Legislation should not protect obese",91897
"Colleges do not need humanities programs",90142
"Teachers do not need to have experience",92210
"US should attack Syria",92799
"Greece's anti-austerity government can succeed",93787
"Foreign language classes should be mandatory in college",90339
"Voting should be mandatory",92519
"Obamacare is not working",93008
"Farms could survive without illegal labor",92824
"Companies can be trusted",90156
"We don't need libraries",92235
"The bar is not too low to get into law school",91532
"Supporting Israel helps",93337
"Felons should be allowed to vote",90418
"US should attack Syria",91542
"NATO should defend nonmbers",90101
"Sport leagues should enjoy nonprofit status",93269
"Young people are being irresponsible by delaying the rituals of adult life",92150
"Drone attacks make more harm",91902
"Same-sex colleges are outdated",94161
"Rich politicans are less corruptible",94422
"It is fair to rate professors online",94270
"Police is reacting to dangers",93743
"TFA has not raised the status of teachers",90208
"No, it can't denounce",92766
"Immigration is not really a problem",91066
"Parents should control what kids learn at school",92984
"Privatization is a bad deal for cities and states",94039
"Electric cars will not succeed",93282
"Veganism is good for everyone",90381
"US should attack Syria",94144
"States do not need special schools for the deaf",93322
"Women should delay motherhood",92027
"Online classes are not the best way to teach",92407
"Extreme parenting is counterproductive",91672
"Felons should be allowed to vote",93052
"Royal Couple could be a modern family",90129
"Unpaid intenship exploit college students",90366
"Fraternities and sororities should be co-ed",90252
"Electric cars will not succeed",92616
"Not to tip",92901
"Rich politicans are less corruptible",91591
"We should manipulate our dreams",91881
"We do not need professional critics",90034
"Hamas-Fatah unity can lead to mideast peace",92038
"College students' votes do matter in an election",90879
"Do not drop sports program in undergraduate schools",94295
"Fraternities and sororities should be co-ed",91308
"Christians have created a harmful atmosphere for gays",92362
"Non-Muslims help women by wearing hijabs",90454
"Home schoolers deserve a tax break",93024
"Salt should have a place at the table",90627
"It should be illegal to declaw your cat",92188
"Government should grade colleges",90333
"Home schoolers deserve a tax break",92222
"Supporting Israel helps",93855
"US should attack Syria",93415
"Extreme parenting is counterproductive",92993
"Students should be taught cursive",91201
"Obamacare is not working",90264
"Electric cars will not succeed",93285
"Amazon will kill off publishers",90455
"Supporting Israel helps",92860
"Home schoolers deserve a tax break",93909
"Electric cars will not succeed",90734
"The new apps is a way for people to get into popular restaurants",90093
"Do not drop sports program in undergraduate schools",94299
"People are getting dumber",91330
"US should attack Syria",93420
"US should attack Syria",90599
"Prostituion is safer when it's legal",90837
"It is fair to rate professors online",92574
"Russia can be a partner",91983
"Government should not regulate airline industry again",90814
"Voting should be a constitutional right",91978
"The threat has been exaggerated",92968
"Teachers do not need to have experience",93438
"No, it can't denounce",93174
"Police is reacting to dangers",90652
"Guns should be permitted on college campuses",93317
"Miss America is bad for women",91639
"Open office layout should be reconsidered",92206
"Comment sections have failed",91133
"Home schoolers deserve a tax break",90033
"Supporting Israel helps",91778
"Internet is becoming too censored",94325
"Companies can be trusted",92012
"Home-schoolers should not play for high school teams",94250
"Felons should be allowed to vote",94201
"Schoold day should be longer",93485
"No, it can't denounce",92587
"Comment sections have failed",91804
"High school should last six years",93312
"The bar is not too low to get into law school",94413
"It should be illegal to declaw your cat",90705
"Salt should have a place at the table",93871
"Fraternities and sororities should be co-ed",90247
"Voting should be a constitutional right",93601
"Writing can be assessed",90342
"Nuclear power is not the answer to climate change",91012
"Farm subsidies do not protect national security",92658
"Queen Elizabeth II should not step down",90062
"Do not drop sports program in undergraduate schools",92323
"Mother Teresa should be canonized",91940
"Obamacare is not working",91189
"Vaccination should be mandatory for all children",93173
"Writing can be assessed",90338
"California doesn't need high-speed rail",94074
"Legislation should not protect obese",91853
"Abolish Birthright Citizenship",92035
"Prostituion is safer when it's legal",92155
"Christians have created a harmful atmosphere for gays",93701
"Farms could survive without illegal labor",90293
"Companies can be trusted",94043
"Greece will destroy the Euro Zone",90732
"Do not stop taxing capital gains",91479
"Legislation should not protect obese",92352
"Supreme court is not too powerful",92502
"Online classes are not the best way to teach",94018
"Former colonial powers should not pay reparations",90018
"Electric cars will not succeed",93317
"Same-sex colleges are outdated",92952
"Greece's anti-austerity government can succeed",90642
"Companies can excel without making workers miserable",91959
"Drug addicts should be forced into treatment",91608
"Voting should be mandatory",92230
"Turkey belongs to NATO",92339
"Wealthy colleges deserve tax breaks",90218
"Overcrowded national parks should have restricted access",92225
"Iran doesn't remain a threat",92990
"Mother Teresa should be canonized",92241
"Affirmative actions should be based on income",91132
"Companies can be trusted",93767
"Young people are being irresponsible by delaying the rituals of adult life",90072
"Legislation should not protect obese",90356
"Tenure protects bad teachers",91843
"California doesn't need high-speed rail",92294
"No, it can't denounce",94202
"No, it can't denounce",90056
"TFA has not raised the status of teachers",92432
"TFA has not raised the status of teachers",90301
"Hamas-Fatah unity can lead to mideast peace",93130
"Overcrowding is a legitimate threat",91389
"Parents should make vacation with kids",90201
"Greece will destroy the Euro Zone",90339
"Foreign language classes should be mandatory in college",91877
"Computer-generated imagery is enhancing cinema",90071
"Obamacare is not working",91333
"Rich politicans are less corruptible",93014
"Amazon will kill off publishers",90253
"Supporting Israel helps",93354
"The bar is not too low to get into law school",90166
"Marijuana is a gateway drug",90446
"Supporting Israel helps",93939
"Marijuana is a gateway drug",93238
"Companies should be allowed to patent genes",93917
"Greece should abandon Euro",94399
"Apps can be used to treat depression and anxiety",92772
"The new apps is a way for people to get into popular restaurants",90133
"The new apps is a way for people to get into popular restaurants",90054
"Nations should not recognize a Palestinian state",92480
"It should be illegal to declaw your cat",90947
"No, it can't denounce",92300
"Marijuana is a gateway drug",93261
"No, it can't denounce",92883
"School librarians are expendable",93344
"Electric cars will not succeed",93318
"Voting should be a constitutional right",91921
"Hamas-Fatah unity can lead to mideast peace",90624
"Non-Muslims help women by wearing hijabs",92185
"The bar is not too low to get into law school",91688
"Companies can be trusted",91907
"Former colonial powers should not pay reparations",90234
"Dual citizenship should be allowed",93543
"Do not restrict use of the word 'natural' on food labels",90165
"Salt should have a place at the table",91424
"Obamacare is not working",91191
"Students should be taught cursive",93134
"TFA has not raised the status of teachers",92449
"Overcrowding is a legitimate threat",92337
"All immigrants should get ID cards",93062
"Machines are gaining the upper hand on humans",90466
"Extreme parenting is counterproductive",94328
"Farm subsidies do not protect national security",90788
"Charter schools are cherry-picking students",93667
"US should attack Syria",93410
"Nations should not recognize a Palestinian state",92504
"Supporting Israel helps",91233
"Social media encourage romance",91921
"Veganism is good for everyone",90466
"Supporting Israel helps",91150
"Border is not secure enough",93197
"Vaccination should be mandatory for all children",90504
"College should be free",90722
"Marijuana is a gateway drug",90117
"Miss America is bad for women",92458
"Miss America is bad for women",93834
"Online classes are not the best way to teach",94367
"Vaccination should be mandatory for all children",91229
"Home-schoolers should not play for high school teams",90388
"It should be illegal to declaw your cat",90425
"Home-schoolers should not play for high school teams",90803
"Rock Hall of Fame doesn't matter",90714
"Obamacare is not working",91419
"Helping condo developers help the city",90171
"Salt should have a place at the table",91410
"No, it can't denounce",92952
"Euro bonds can save the Union",93573
"Europe should not shun refugees",92776
"Greece should abandon Euro",91219
"Medical websites are dangerous",93938
"Greece will destroy the Euro Zone",94002
"Parents should help their children with homework",91256
"The U.S. should lift sanctions with Cuba",92951
"Companies should be allowed to patent genes",93473
"Overcrowding is a legitimate threat",94342
"Women should be encouraged to have kids at home",93111
"Mother Teresa should be canonized",93582
"Supporting Israel helps",92584
"Home schoolers deserve a tax break",92943
"'Starchitects' are not ruining cities",90860
"No, it can't denounce",91807
"Do not stop taxing capital gains",93729
"Drug addicts should be forced into treatment",92056
"Marijuana is a gateway drug",93240
"Overcrowding is a legitimate threat",93545
"Parents' religious beliefs should allow them to refuse medical care for their children",93871
"Do not stop taxing capital gains",92435
"It is fair to rate professors online",92735
"Overcrowded national parks should have restricted access",91762
"3-D printing will change the world",94360
"Christians have created a harmful atmosphere for gays",91199
"Immigration is not really a problem",91776
"Internet gambling should be legalized",91845
"Germany should abandon the Euro",91173
"Drug addicts should be forced into treatment",93984
"No, it can't denounce",92923
"Brazil should not postpone Olympics",90568
"Tracking kids does not invade privacy",90362
"Unpaid intenship exploit college students",90390
"Veganism is good for everyone",92971
"Voting should be mandatory",90579
"College students' votes do matter in an election",90097
"No, it can't denounce",92671
"Fees are necessary",92167
"People are getting dumber",91456
"Dual citizenship should be allowed",92055
"Tenure protects bad teachers",93519
"We do not need more advice about eating well",91041
"All immigrants should get ID cards",90531
"Reality shows are not worse than other TV",92143
"It is fair to rate professors online",94003
"Royal Couple could be a modern family",92842
"Nations should not recognize a Palestinian state",91685
"New York's bike lanes are not working",92204
"Extreme parenting is counterproductive",94439
"Affirmative actions should be based on income",90546
"Obamacare is not sustainable",92520
"Do not drop sports program in undergraduate schools",92218
"Nations should not recognize a Palestinian state",90340
"College students' votes do matter in an election",91612
"Farms could survive without illegal labor",90728
"Nuclear power is not the answer to climate change",91059
"Supreme court is not too powerful",91588
"Social media encourage romance",91532
"Comment sections have failed",90930
"Marijuana is a gateway drug",92422
"Keep selling arms to Taiwan",90662
"Ukraine is EU's ally",93783
"Organic food is not worth the expense",93016
"Colleges do not need humanities programs",90739
"Economists are not overrated",91681
"Colleges do not need humanities programs",92251
"Parents' religious beliefs should allow them to refuse medical care for their children",92017
"Greece will destroy the Euro Zone",94284
"Foreign language classes should be mandatory in college",90329
"Tenure protects bad teachers",90915
"Comment sections have failed",90304
"Streaming is good for musicians",94420
"Not to tip",92885
"Marijuana is a gateway drug",93219
"Queen Elizabeth II should not step down",94007
"We don't need the C.I.A.",90568
"Not to tip",92883
"Extreme parenting is counterproductive",91403
"Government should grade colleges",93155
"Iran doesn't remain a threat",90164
"Prostituion is safer when it's legal",90819
"Kurds are allies in SyriaAllies",90821
"Tenure protects bad teachers",92340
"Queen Elizabeth II should not step down",94263
"Tenure protects bad teachers",92698
"Not to tip",94287
"Mother Teresa should be canonized",92233
"Turkey belongs to NATO",94032
"Parents' religious beliefs should allow them to refuse medical care for their children",90390
"Farms could survive without illegal labor",92654
"Non-Muslims help women by wearing hijabs",92331
"Miss America is bad for women",92288
"We don't need FEMA",90878
"Guns should be permitted on college campuses",90104
"'Starchitects' are not ruining cities",92322
"Colorado didn't go too far with pot",90153
"Obamacare is not working",92969
"No, it can't denounce",93278
"Greece will destroy the Euro Zone",91323
"Comment sections have failed",92404
"Medicare doesn't need to be reformed",92598
"TFA has not raised the status of teachers",92429
"States do not need special schools for the deaf",90362
"It is fair to rate professors online",92743
"US should attack Syria",93159
"It is fair to rate professors online",94015
"Home-schoolers should not play for high school teams",90941
"Obamacare is not working",91177
"Unpaid intenship exploit college students",92190
"Drug addicts should be forced into treatment",92072
"College students' votes do matter in an election",92318
"Women should be encouraged to have kids at home",91590
"Fees are necessary",91312
"Turkey belongs to NATO",90962
"Research papers are a useful excercise for college students",92292
"Home schoolers deserve a tax break",93482
"Women should delay motherhood",93186
"Government should grade colleges",90885
"Greece should abandon Euro",91552
"No, it can't denounce",90467
"Do not stop taxing capital gains",90334
"Supporting Israel helps",90706
"State citizenship is not the answer to immigration reform",90549
"Farms could survive without illegal labor",93718
"New York's bike lanes are not working",93735
"Prostituion is safer when it's legal",91564
"Christians have created a harmful atmosphere for gays",91059
"Greece should abandon Euro",92937
"Rich politicans are less corruptible",93006
"We should disband NATO",90380
"Europe should not shun refugees",91730
"Guns should be permitted on college campuses",93663
"The Atlantic coast should be opened to drilling",93820
"Supreme court is not too powerful",90829
"Former colonial powers should not pay reparations",90016
"Obamacare is not sustainable",93139
"Tenure protects bad teachers",93896
"Farms could survive without illegal labor",91594
"Doping should be allowed",91656
"The new apps is a way for people to get into popular restaurants",92518
"Hamas-Fatah unity can lead to mideast peace",93613
"Apps can be used to treat depression and anxiety",93254
"Police officers should be required to wear cameras",92312
"The U.S. should lift sanctions with Cuba",93093
"Students should be taught cursive",93137
"Foreign language classes should be mandatory in college",90317
"Jail record should be an employer's first impression",90929
"Keep children's books light",91035
"Foreign language classes should be mandatory in college",93677
"Parents should make vacation with kids",91066
"The U.S. should not work with Assad to fight ISIS",92400
"College free for everyone",94026
"Home schoolers deserve a tax break",94398
"Medicare doesn't need to be reformed",91522
"Privatization is a bad deal for cities and states",90509
"Comment sections have failed",92547
"Overcrowding is a legitimate threat",92133
"Comment sections have failed",92432
"New York's bike lanes are not working",91413
"Speech can be limited for public workers",90637
"Non-Muslims help women by wearing hijabs",92211
"Queen Elizabeth II should not step down",92483
"Unpaid intenship exploit college students",93477
"Iran doesn't remain a threat",91841
"Speech can be limited for public workers",90055
"Companies can be trusted",90123
"Do not stop taxing capital gains",90251
"Miss America is bad for women",91316
"Ruining",91398
"New York's bike lanes are not working",92951
"Modern men are manly enough",91027
"Medicare doesn't need to be reformed",94257
"Comment sections have failed",90670
"Royal Couple could be a modern family",90135
"Medical websites are dangerous",91391
"Companies can excel without making workers miserable",94281
"Russia can be a partner",90211
"Colorado didn't go too far with pot",94286
"Dual citizenship should be allowed",91653
"Nuclear power is not the answer to climate change",91069
"Dual citizenship should be allowed",92089
"We don't need libraries",91271
"Not to tip",90096
"Extreme parenting is counterproductive",92020
"Internet gambling should be legalized",92033
"Vaccination should be mandatory for all children",91526
"The threat has been exaggerated",92973
"Do not restrict use of the word 'natural' on food labels",92356
"Home schoolers deserve a tax break",94349
"The U.S. should not work with Assad to fight ISIS",92970
"Do not stop taxing capital gains",91865
"Comment sections have failed",93459
"Companies can be trusted",93040
"No, it can't denounce",92459
"California doesn't need high-speed rail",92819
